10092	9026
10092	5338
10092	1169
10092	1274
10092	9353
10092	5636
10092	3107
10092	4386
10092	3958
7975	10346
7962	10079
7962	10084
7963	9712
7963	129
7963	10254
7963	8894
7963	9689
7963	8656
7963	9148
7963	8329
7963	1190
7963	2289
7963	913
7963	10073
7971	8977
7971	4148
7971	7981
7971	2509
7971	9140
7971	2010
7971	10290
7971	6359
7971	441
7971	9927
7971	5107
7971	5106
7971	5411
7971	428
7971	10345
7971	437
7971	2017
7971	440
7971	10047
6009	5103
6009	10009
6009	6008
6009	10013
6009	10036
6010	8977
6010	10008
6010	6281
6010	459
6010	3425
6010	4411
6010	10012
6010	3589
6010	6528
6010	10036
6010	8750
6010	6348
6010	10009
6010	5103
6010	9611
6010	10010
6010	10011
6010	6008
6010	10013
6010	10014
7083	7082
7082	4171
7082	10337
7082	7582
7082	2803
7082	7189
7082	2782
638	8563
638	9598
638	6688
638	10759
638	1415
6083	8839
6083	5328
6083	8848
6083	1022
6083	4025
10873	9833
6243	5335
6243	3127
6243	3052
6243	3963
6243	5107
6243	9307
6243	6966
6243	9197
6243	9623
6243	2561
6243	6516
6243	5102
6243	7527
10869	3698
10869	804
10869	4370
10869	1692
10869	9490
10869	5223
10869	8732
10869	6351
10869	8628
10869	9396
10869	3113
10869	1331
10869	4378
10869	10341
10869	5883
10869	2004
10869	9353
10869	1375
10869	2482
10869	4296
10869	9190
10869	3232
10869	4108
10868	3928
10868	9833
10872	9840
10872	10741
10872	8077
10872	7338
10872	5836
10872	7742
10872	10665
10872	10883
10872	5858
10872	5855
10872	1166
10872	10824
10872	10747
10872	8561
10872	5323
10872	9833
10872	5863
10872	5862
10872	9831
10872	1846
10872	5844
10872	2455
10872	10220
10872	2290
10872	10780
10872	10862
10872	10091
10872	5851
10872	7483
10872	10724
10872	6368
10872	6260
10872	8043
10872	10920
10872	9738
10871	8918
10870	3428
10870	3425
10870	8252
10870	9762
10870	8253
10870	980
10870	4572
10870	9163
10870	4579
10870	952
10870	2495
10870	544
10870	953
10870	545
10870	2365
10870	8251
10870	8552
10575	5706
10575	8074
10575	8051
10575	8065
7966	5324
7966	757
7966	7980
7966	2794
7966	6664
7966	4430
7966	10079
7966	1726
7966	9686
7966	6663
7966	5023
7966	10199
7966	7060
7967	9305
7967	3668
7967	4790
7967	4173
7967	7421
10579	2771
10578	10464
10578	8848
10578	10590
10578	2975
10578	8839
10578	5328
10578	562
10578	8850
10578	7696
10578	8257
10578	10468
10578	7100
10578	10580
10578	2038
10578	1469
10578	1022
10578	5329
8980	8703
8980	2934
8980	8929
7964	9778
7964	166
7964	3867
7964	8933
7964	3266
7964	1902
7964	2291
7964	7771
7964	2508
7964	10128
7964	1244
7964	9969
7964	9165
10580	7784
10580	7783
10580	470
10580	9212
10580	2975
10580	3550
10580	9034
10580	7383
10580	2618
10580	7791
10580	5691
10580	10175
10580	9032
10580	4718
10580	10420
10580	10701
10580	10258
10580	4864
10580	8166
10580	5328
10580	10908
10580	6260
10580	3149
10580	9933
10580	2215
10580	9031
10580	8760
10580	7210
10580	483
10580	10058
10580	997
10580	2341
10580	7381
10580	7489
10580	7378
10580	10577
10580	10594
10580	7761
10580	1745
10580	3100
10580	3503
10580	9733
10580	10619
10580	5329
10580	4025
10580	10386
10580	9934
10580	1399
10580	1469
10580	10591
10580	7762
10580	2249
10580	6223
10580	10534
10580	8866
10580	10576
10580	7695
10580	9036
10580	9028
10580	9030
10580	6976
10580	9029
10580	7745
10580	9779
10580	4806
10580	6254
10580	7769
10580	4659
10580	7216
10580	2037
10580	2038
10580	2039
10580	2040
10580	10477
10580	7215
2624	5747
2624	6421
2624	9212
2624	1829
2624	8052
2624	1910
2624	8073
2624	1144
2624	4711
2624	483
2624	8839
2624	1568
2624	1022
2624	4211
2624	222
2624	9023
2624	2249
2624	8866
2624	8059
2624	223
2624	1745
2624	4659
2624	7100
2624	7215
2624	10477
2625	7366
9373	1469
9373	6973
9373	2574
9373	588
6459	6458
6459	1719
6459	8933
6459	10250
6459	8346
6459	6452
6459	7088
6459	7683
6459	3232
6459	10266
10489	7671
10489	9051
10489	4098
10489	7125
10489	4212
10489	10503
10489	1917
10489	323
10489	6023
10489	1889
10489	1888
10489	1887
10489	2291
10489	9905
10489	4225
10489	9184
10489	6662
10489	6666
10489	4214
10489	4218
10489	4213
10489	5361
10489	4217
10489	4221
10489	458
10489	8029
10489	8326
10489	4096
10489	4097
10489	468
10489	8027
10489	7977
10489	8969
10489	10772
10489	10416
10488	3082
10488	10804
10488	3085
10488	6452
8919	9912
8919	8485
8920	10333
8920	4204
8920	7521
8921	8906
8921	1151
