A1BG	A1BG
A1BG	ADAMTS13
A1BG	AGT
A1BG	APOF
A1BG	APOL1
A1BG	C1RL
A1BG	C2
A1BG	C3
A1BG	C4B
A1BG	CETP
A1BG	CFB
A1BG	CP
A1BG	CPB2
A1BG	CPN1
A1BG	CPN2
A1BG	DBH
A1BG	FCN2
A1BG	FCN3
A1BG	GP1BA
A1BG	HPN
A1BG	HPR
A1BG	HPX
A1BG	IGFALS
A1BG	IGHG1
A1BG	IGLL1
A1BG	IGLL5
A1BG	ITIH1
A1BG	ITIH2
A1BG	ITIH3
A1BG	ITIH4
A1BG	LRG1
A1BG	MASP1
A1BG	MBL2
A1BG	METTL18
A1BG	ORM1
A1BG	ORM2
A1BG	PON3
A1BG	RPS6KC1
A1BG	SELL
A1BG	SERPINA1
A1BG	SERPINA10
A1BG	SERPINA3
A1BG	SERPINA6
A1BG	SERPINA7
A1BG	SERPIND1
A1BG	SERPING1
A1BG	SHBG
A1BG	TGIF1
A1BG	VASN
A1BG	ZGRF1
A1CF	A1CF
A1CF	ACY3
A1CF	AKR7A2
A1CF	ASPA
A1CF	ASPG
A1CF	BBOX1
A1CF	CLTRN
A1CF	CMBL
A1CF	CYB5A
A1CF	DNPH1
A1CF	ENPEP
A1CF	EZR
A1CF	FGGY
A1CF	GAMT
A1CF	GBA3
A1CF	GCHFR
A1CF	GIPC2
A1CF	GSTA1
A1CF	GSTA2
A1CF	GSTA3
A1CF	HAAO
A1CF	HNF1A
A1CF	ITPRID2
A1CF	KHK
A1CF	KYAT1
A1CF	LGALS2
A1CF	MAPT
A1CF	MAT2A
A1CF	MYO15B
A1CF	PDZK1
A1CF	PKLR
A1CF	RAB11FIP5
A1CF	SH3BGRL2
A1CF	SLC28A1
A1CF	SLC6A13
A2M	A2M
A2M	ADAMTS13
A2M	APOL1
A2M	BCHE
A2M	CETP
A2M	CPN1
A2M	CPN2
A2M	DBH
A2M	F5
A2M	FCN3
A2M	FGB
A2M	FGG
A2M	GP1BA
A2M	IFRD1
A2M	IGLL1
A2M	ITIH1
A2M	ITIH3
A2M	MASP1
A2M	METTL18
A2M	PON1
A2M	PON3
A2M	PZP
A2M	ZGRF1
AAAS	AAAS
AAAS	AATF
AAAS	ABT1
AAAS	BMS1
AAAS	BOP1
AAAS	BZW2
AAAS	CANT1
AAAS	CD3G
AAAS	CDKAL1
AAAS	CEBPZ
AAAS	CEMIP
AAAS	CERS5
AAAS	CHD1
AAAS	CLIC3
AAAS	CMSS1
AAAS	COIL
AAAS	DDX10
AAAS	DDX18
AAAS	DDX47
AAAS	DDX51
AAAS	DIMT1
AAAS	DNAJC3
AAAS	EMG1
AAAS	ESF1
AAAS	GPATCH4
AAAS	HEATR1
AAAS	IMP3
AAAS	KPNA2
AAAS	MCM3AP
AAAS	MPHOSPH10
AAAS	MRTO4
AAAS	MSH2
AAAS	MSH6
AAAS	NCAPG
AAAS	NDC1
AAAS	NGDN
AAAS	NKAP
AAAS	NOC4L
AAAS	NOL10
AAAS	NOL11
AAAS	NOL6
AAAS	NOM1
AAAS	NUP155
AAAS	NUP205
AAAS	NUP85
AAAS	NVL
AAAS	ORC5
AAAS	PDCD11
AAAS	PRIM2
AAAS	PWP2
AAAS	RBM19
AAAS	RCL1
AAAS	RIF1
AAAS	RRP1B
AAAS	SENP1
AAAS	TBL3
AAAS	TK1
AAAS	TMUB2
AAAS	TRIM27
AAAS	TRIP12
AAAS	TXLNG
AAAS	UBE2C
AAAS	UCK2
AAAS	URB1
AAAS	URB2
AAAS	USP36
AAAS	UTP15
AAAS	UTP18
AAAS	UTP20
AAAS	UTP4
AAAS	UTP6
AAAS	VAMP4
AAAS	WDR3
AAAS	WDR36
AAAS	WDR43
AAAS	WDR75
AAAS	ZNF281
AACS	AACS
AADAT	AADAT
AADAT	ABHD14A-ACY1
AADAT	ACAA1
AADAT	ACOX1
AADAT	ACOX2
AADAT	ACSM2B
AADAT	ALDH1B1
AADAT	ALDH2
AADAT	ALDH4A1
AADAT	ANPEP
AADAT	ASS1
AADAT	BPHL
AADAT	D2HGDH
AADAT	DAO
AADAT	ENPP1
AADAT	GATM
AADAT	GLDC
AADAT	GLYCTK
AADAT	GPD1
AADAT	GPT2
AADAT	MARC2
AADAT	MTTP
AADAT	OAT
AADAT	PALM3
AADAT	PDSS2
AADAT	PIPOX
AADAT	SFXN5
AADAT	SLC4A4
AADAT	SLC9A3R1
AADAT	SORD
AAGAB	AAGAB
AAGAB	GSPT1
AAGAB	HSPH1
AAGAB	KATNA1
AAGAB	RHEB
AAGAB	USP10
AAK1	AAK1
AAK1	ALDH16A1
AAK1	ANKFY1
AAK1	ANXA7
AAK1	AP2A2
AAK1	AP2S1
AAK1	ASNA1
AAK1	CCDC93
AAK1	CHUK
AAK1	COMMD10
AAK1	COMMD2
AAK1	COMMD7
AAK1	COMMD8
AAK1	COMMD9
AAK1	DERA
AAK1	EPN1
AAK1	LYPLA2
AAK1	SNX1
AAK1	SNX2
AAK1	SNX27
AAK1	TBC1D22B
AAK1	VPS26A
AAK1	VPS29
AAK1	VPS35L
AAK1	WASHC4
AAK1	WASHC5
AAMDC	AAMDC
AAMDC	MTAP
AAMDC	MTR
AAMP	AAMP
AAR2	AAR2
AAR2	CNOT9
AARS	AARS
AARS2	AARS2
AARS2	RMDN1
AARS2	SDHAF2
AARSD1	AARSD1
AASDHPPT	AASDHPPT
AASS	AASS
AASS	ACOT13
AASS	ACSM3
AASS	ADHFE1
AASS	ALDH2
AASS	ALDH5A1
AASS	DHRS4
AASS	ECHDC3
AASS	ECHS1
AASS	FAM185A
AASS	GATD3A
AASS	HIBCH
AASS	HMGCL
AASS	HOGA1
AASS	LDHD
AASS	MACROD1
AASS	MCEE
AASS	MTRF1L
AASS	MUT
AASS	NUDT6
AASS	PCYT2
AASS	PHYH
AASS	PRDX3
AASS	RENBP
AASS	RMND1
AASS	SUOX
AASS	TCAIM
AATF	AATF
AATF	ADGRG6
AATF	ANAPC1
AATF	BOP1
AATF	CANT1
AATF	CDC123
AATF	CDKAL1
AATF	CEBPZ
AATF	CEMIP
AATF	CHD1
AATF	CMSS1
AATF	COIL
AATF	DDX10
AATF	DDX18
AATF	DDX27
AATF	DDX47
AATF	DDX51
AATF	DDX52
AATF	DDX56
AATF	DIMT1
AATF	DUSP12
AATF	EMG1
AATF	ESF1
AATF	FAM207A
AATF	FBL
AATF	GPATCH4
AATF	HEATR1
AATF	IMP3
AATF	ITGB4
AATF	KIF2C
AATF	KPNA2
AATF	KRI1
AATF	METTL1
AATF	MPHOSPH10
AATF	MPZL1
AATF	MRTO4
AATF	MSH2
AATF	MSH6
AATF	MYBBP1A
AATF	NAT10
AATF	NCL
AATF	NGDN
AATF	NLE1
AATF	NOC2L
AATF	NOC4L
AATF	NOL10
AATF	NOL11
AATF	NOL6
AATF	NOL7
AATF	NOL8
AATF	NOM1
AATF	NSA2
AATF	NVL
AATF	PAK1IP1
AATF	PDCD11
AATF	PES1
AATF	PTDSS1
AATF	PUM3
AATF	PWP2
AATF	RAI1
AATF	RAMAC
AATF	RB1
AATF	RBM19
AATF	RBM28
AATF	RIF1
AATF	RPL7L1
AATF	RRP1
AATF	RRP15
AATF	RRP1B
AATF	RRP7A
AATF	SPATS2
AATF	SUMO1
AATF	TBL3
AATF	TMUB2
AATF	TRIM27
AATF	UCK2
AATF	URB1
AATF	URB2
AATF	USP36
AATF	UTP15
AATF	UTP18
AATF	UTP25
AATF	UTP3
AATF	UTP4
AATF	UTP6
AATF	WDCP
AATF	WDR12
AATF	WDR3
AATF	WDR36
AATF	WDR43
AATF	WDR74
AATF	WDR75
AATF	YBX2
AATF	ZNF281
ABAT	ABAT
ABAT	ABHD14A-ACY1
ABAT	ACADSB
ABAT	ACOT13
ABAT	ACOX1
ABAT	ACOX2
ABAT	ACSM2A
ABAT	ACSM2B
ABAT	ADH6
ABAT	ADHFE1
ABAT	AGMAT
ABAT	ALDH1B1
ABAT	ALDH6A1
ABAT	ASPDH
ABAT	ASS1
ABAT	ATP6V1G2
ABAT	BPHL
ABAT	CRYAA
ABAT	CYP4A11
ABAT	DAO
ABAT	DCXR
ABAT	ECHDC2
ABAT	ECHS1
ABAT	ESPN
ABAT	FABP1
ABAT	FBP1
ABAT	GATM
ABAT	GGACT
ABAT	GLDC
ABAT	GLYAT
ABAT	GLYATL1
ABAT	HDHD3
ABAT	HOGA1
ABAT	HPD
ABAT	MARC1
ABAT	MGAM
ABAT	MIOX
ABAT	OAT
ABAT	PC
ABAT	PCK1
ABAT	PCK2
ABAT	PIPOX
ABAT	PRDM10
ABAT	QPRT
ABAT	RAPGEF3
ABAT	RNASE2
ABAT	RNASE6
ABAT	SARDH
ABAT	SAT2
ABAT	SFXN2
ABAT	SLC12A1
ABAT	SLC22A6
ABAT	SLC9A3R1
ABAT	SORD
ABAT	TINAG
ABCA1	ABCA1
ABCA2	ABCA2
ABCA6	ABCA6
ABCA8	ABCA8
ABCA8	CRHBP
ABCB1	ABCB1
ABCB1	AOX1
ABCB1	PDZK1IP1
ABCB1	PLA2G12B
ABCB1	SDC1
ABCB1	SLC22A4
ABCB1	SLC2A9
ABCB1	SLC8A1
ABCB1	SLCO4C1
ABCB10	ABCB10
ABCB10	METAP1D
ABCB6	ABCB6
ABCB7	ABCB7
ABCB7	AFG3L2
ABCB7	AGPAT5
ABCB7	APOOL
ABCB7	CARD19
ABCB7	COA1
ABCB7	COX18
ABCB7	COX20
ABCB7	DMAC1
ABCB7	FAM162A
ABCB7	FAM210A
ABCB7	FAM210B
ABCB7	FUNDC2
ABCB7	MTCH1
ABCB7	OCIAD1
ABCB7	OPA3
ABCB7	RHOT2
ABCB7	SLC25A12
ABCB7	SLC25A23
ABCB7	SLC25A26
ABCB7	SLC25A3
ABCB7	SLC25A36
ABCB7	SLC25A40
ABCB7	SLC25A51
ABCB7	SPG7
ABCB7	TIMM21
ABCB7	TIMM22
ABCB7	TIMMDC1
ABCB7	TMEM126A
ABCB7	VDAC3
ABCB8	ABCB8
ABCB8	ATP5MD
ABCB8	ATP5ME
ABCB8	ATP5MF-PTCD1
ABCB8	ATP5MG
ABCB8	ATP5MPL
ABCB8	ATP5PB
ABCB8	ATP5PD
ABCB8	ATP6
ABCB8	COX7C
ABCB8	DNAJC11
ABCB8	FUNDC1
ABCB8	GDAP1
ABCB8	LETMD1
ABCB8	MARCH5
ABCB8	MPC2
ABCB8	MTCH2
ABCB8	MTX1
ABCB8	OMA1
ABCB8	OSBPL8
ABCB8	RHOT1
ABCB8	SDHC
ABCB8	SLC25A11
ABCB8	SLC25A20
ABCB8	SLC25A30
ABCB8	SURF1
ABCB8	TMEM9B
ABCC1	ABCC1
ABCC1	LIG1
ABCC1	MCM2
ABCC1	MCM5
ABCC1	NCSTN
ABCC1	SCD
ABCC2	ABCC2
ABCC2	ACOT7
ABCC2	MISP
ABCC3	ABCC3
ABCC3	AIFM2
ABCC3	ATG9A
ABCC3	C19orf33
ABCC3	C4orf3
ABCC3	FTSJ1
ABCC3	GRAMD4
ABCC3	HFE
ABCC3	HK2
ABCC3	ICAM1
ABCC3	IKBIP
ABCC3	ITPR3
ABCC3	LNPK
ABCC3	LPCAT1
ABCC3	P4HA1
ABCC3	P4HA2
ABCC3	P4HB
ABCC3	PDIA2
ABCC3	PIEZO1
ABCC3	PLD2
ABCC3	PLOD2
ABCC3	PLOD3
ABCC3	PON2
ABCC3	QPCTL
ABCC3	SCARB1
ABCC3	SFN
ABCC3	SLC16A3
ABCC3	SLC2A3
ABCC3	UNC93B1
ABCC4	ABCC4
ABCC4	KIAA1147
ABCC4	TMEM30B
ABCC6	ABCC6
ABCC6	ACMSD
ABCC6	ACOX2
ABCC6	AGXT2
ABCC6	ALDH4A1
ABCC6	ALDH8A1
ABCC6	ANPEP
ABCC6	BPHL
ABCC6	CHDH
ABCC6	CLDN2
ABCC6	CR1
ABCC6	CYP27A1
ABCC6	D2HGDH
ABCC6	DAO
ABCC6	DPYS
ABCC6	ENTPD5
ABCC6	FMO4
ABCC6	GLDC
ABCC6	GPD1
ABCC6	LAMTOR5
ABCC6	MTTP
ABCC6	MYO7B
ABCC6	PALM3
ABCC6	PDZK1IP1
ABCC6	PIPOX
ABCC6	SDC1
ABCC6	SLC13A3
ABCC6	SLC17A3
ABCC6	SLC22A2
ABCC6	SLC23A1
ABCC6	SLC25A42
ABCC6	SLC2A2
ABCC6	SLC4A4
ABCC6	SLC5A12
ABCC6	SLC9A3R1
